EmployeeNumber,SSNValue,FirstName,LastName,DateOfBirth,HomeStreet1,HomeCity,HomeZip,HomeCountry,Organization.Code,Department.Code,Supervisor,Email,DepartmentDescription,LoginId,CostCenter,EmployeeGroup,PositionCode,PositionDescription
581688,20012974,Merriam Annah,Garg,01.07.1975,59 Magnolia Street,Sandton,"2326,15446792729",ZA,C1,21105666,581217,no_mail_available,"TX-R-164 - Warehouse, Operations Buildings 58, 85",q4592950,410070,indirect,1174807,Contractor
582198,20012974,Michael Nkwao,Garg,01.07.1975,113 Walnut Road,Johannesburg,"2326,3079718205",ZA,C1,21158952,546074,no_mail_available,FG-9-ZA-37 - SAP Services Enabling,q3697032,410024,direct,1260205,Contractor
20017627,20012974,Michael Thabo,Garg,02.07.1975,47 Cypress Crescent,Midrand,"2326,46147571372",ZA,C1,21148335,685499,no_mail_available,PL-AP-ZA-40 - Health Management,q8905166,430001,direct,1257025,Contractor
663231,20012974,Mmahulo Frans,Garikue,02.07.1975,80 Alder Drive,Sandton,"2326,61497960693",ZA,C1,21158985,581635,no_mail_available,"FG-9-ZA-80 - Mat. Master Data,Supply Chain Call Off",q9575722,410076,indirect,1260122,Contractor
663231,20012974,Mmahulo Frans,Garrioch,03.07.1975,68 Hickory Lane,Randburg,"2326,76848350015",ZA,C1,21158985,581635,no_mail_available,"FG-9-ZA-80 - Mat. Master Data,Supply Chain Call Off",q3497972,410035,indirect,1173030,Contractor
449167,20012974,Mochabi Frans,Garrioch,03.07.1975,132 Juniper Street,Johannesburg,"2326,92198739336",ZA,C1,21163902,581937,no_mail_available,"FG-9-ZA-33 - Finance Integration, Veh. Invoicing CoR",q1544958,410098,direct,1260188,Contractor
582521,20012974,Mofenyi Abram,Gasa,06.07.1975,56 Dogwood Avenue,Midrand,"2327,07549128658",ZA,C1,21105666,582524,no_mail_available,"TX-R-164 - Warehouse, Operations Buildings 58, 85",q1246034,410063,direct,1193864,Contractor
674710,20012974,Mohamed Bilal,Gasa,06.07.1975,104 Palm Road,Randburg,"2327,22899517979",ZA,C1,21105690,658671,no_mail_available,"TX-R-43 - Body Ass., Pre-Ass., Final Ass.",q6734956,310009,direct,1274144,Payroll & Benefits Advisor
684182,20012974,Mohamed Irfan,Gaseitsiwe,09.07.1975,89 Olive Street,Sandton,"2327,382499073",ZA,C1,21138509,681119,no_mail_available,"TX-R-431 - Headl., Carp., Cent. Cons., Glaz., HVB.",q1813922,420004,indirect,1222488,Contractor
581236,20012974,Mokgoko Peter,Gaseitsiwe,09.07.1975,45 Redwood Lane,Johannesburg,"2327,53600296622",ZA,C1,21105699,583242,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q2403840,410085,indirect,1248580,Contractor
601209,20012974,Mokwape Maria,Gatinho,12.07.1975,97 Beech Drive,Midrand,"2327,68950685943",ZA,C1,21158988,603504,no_mail_available,FG-9-ZA-83 - Inhouse Logistics,q3579194,110P00,indirect,19000485,Specialist: Material Planning           
601209,20012974,Monyaku Naomi,Gatinho,13.07.1975,121 Cypress Road,Sandton,"2327,84301075265",ZA,C1,21158988,603504,no_mail_available,FG-9-ZA-83 - Inhouse Logistics,q9425213,410055,indirect,1257001,Contractor
682948,20012974,Moses Maurina,Gatinho,13.07.1975,62 Hawthorn Street,Randburg,"2327,99651464586",ZA,C1,21138510,583625,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q8823830,410095,indirect,1257005,Contractor
644823,20012974,Moses Stanley,Gatinho,13.07.1975,75 Linden Avenue,Johannesburg,"2328,15001853908",ZA,C1,21134770,679363,no_mail_available,PI-640 - Site Security,q8594804,410075,indirect,1204114,Contractor
676769,20012974,Mpho Caroline,Gauld,13.07.1975,110 Maple Crescent,Midrand,"2328,30352243229",ZA,C1,21141868,581002,no_mail_available,"TX-R-352 - Seam Seal, UBS",q5546826,410074,direct,1202358,Contractor
675046,20012974,Mpho Jacoline,Gauld,17.07.1975,53 Fir Lane,Randburg,"2328,45702632551",ZA,A1,21158985,581635,no_mail_available,"FG-9-ZA-80 - Mat. Master Data,Supply Chain Call Off",q2983655,410091,indirect,1258956,Contractor
675046,20012974,Mpubi Ambrose,Gcaba,17.07.1975,55 Rose Avenue,Johannesburg,"2328,61053021872",ZA,C1,21158985,581635,no_mail_available,"FG-9-ZA-80 - Mat. Master Data,Supply Chain Call Off",q6715458,410098,indirect,1263969,Contractor
514784,20012974,Musa Lenience,Gcaba,18.07.1975,88 Maple Street,Sandton,"2328,76403411194",ZA,C1,21126160,582404,no_mail_available,description unavailable,q9040992,410032,direct,1260178,Contractor
20005994,20012974,Nandipha Enid,Gcingca,19.07.1975,130 Oak Drive,Randburg,"2328,91753800515",ZA,C1,21141868,581002,no_mail_available,"TX-R-352 - Seam Seal, UBS",q3687943,410023,direct,1263968,Contractor
581121,20012974,Naniki Martha,Gcingca,20.07.1975,66 Kingfisher Lane,Johannesburg,"2329,07104189836",ZA,C1,21164031,367228,no_mail_available,FG-853-ZA - Delivery South Africa,q9731260,410097,indirect,1252294,Contractor
581121,20012974,Nare Johannes,Gearing,25.07.1975,99 Willow Road,Midrand,"2329,22454579158",ZA,C1,21164031,367228,no_mail_available,FG-853-ZA - Delivery South Africa,q1617813,410084,direct,1393210,Contractor
676998,20012974,Ndivhuwo Eric,Gebert,29.07.1975,145 Cedar Crescent,Randburg,"2329,37804968479",ZA,C1,21138509,681119,no_mail_available,"TX-R-431 - Headl., Carp., Cent. Cons., Glaz., HVB.",q7073972,410055,indirect,1256923,Contractor
580661,20012974,Nicholas Sean,Gebert,29.07.1975,55 Rose Avenue,Johannesburg,"2329,53155357801",ZA,C1,21141868,389169,no_mail_available,"TX-R-352 - Seam Seal, UBS",q9006255,410012,direct,1257967,Contractor
631732,20012974,Nicholas Sean,Geldenhuys,29.07.1975,88 Maple Street,Sandton,"2329,68505747122",ZA,C1,21158981,603783,no_mail_available,FG-9-ZA-74 - Central Ordering,q4378440,410013,indirect,1185629,Contractor
631732,20012974,Nicole Nareen,Geldenhuys,29.07.1975,130 Oak Drive,Randburg,"2329,83856136444",ZA,C1,21158981,603783,no_mail_available,FG-9-ZA-74 - Central Ordering,q3984098,410037,direct,1165836,Contractor
20012241,20012974,Nicole Nareen,Geldenhuys,31.07.1975,66 Kingfisher Lane,Johannesburg,"2329,99206525765",ZA,C1,21162933,647982,no_mail_available,FG-9-ZA-75 - Program and Volume Planning,q4003788,410032,indirect,1260118,Contractor
20012241,20012974,Nikiwe Mivuyo,Geldenhuys,02.08.1975,99 Willow Road,Midrand,"2330,14556915087",ZA,C1,21162933,647982,no_mail_available,FG-9-ZA-75 - Program and Volume Planning,q9855196,410031,indirect,1257960,Contractor
670168,20012974,Nkwane Morgan,Gema,02.08.1975,145 Cedar Crescent,Randburg,"2330,29907304408",ZA,C1,21158979,628669,no_mail_available,FG-9-ZA-72 - Quality Management,q3968274,410031,direct,1247717,Contractor
670168,20012974,Nokuthula Joy,Gema,05.08.1975,77 Birch Street,Sandton,"2330,4525769373",ZA,C1,21158979,628669,no_mail_available,FG-9-ZA-72 - Quality Management,q1664904,410065,direct,1255119,Contractor
514826,20012974,Nokuthula Joy,Gengan-Malan,06.08.1975,121 Elm Avenue,Johannesburg,"2330,60608083051",ZA,C1,21105665,514969,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q6394570,410075,direct,1215708,Contractor
582295,20012974,Nomathamsanqa,Geske,06.08.1975,52 Pine Lane,Midrand,"2330,75958472373",ZA,C1,21159002,603075,no_mail_available,FG-9-ZA-98 - IT Service Management,q9262424,410100,indirect,1260123,Contractor
582295,20012974,Nomathamsanqa,Geske,09.08.1975,108 Aspen Road,Sandton,"2330,91308861694",ZA,C1,21159002,603075,no_mail_available,FG-9-ZA-98 - IT Service Management,q4571515,410042,indirect,1260179,Contractor
515124,20012974,Nompha Eugene,Ghatak,12.08.1975,84 Fir Street,Randburg,"2331,06659251016",ZA,C1,21141863,583001,no_mail_available,"TX-R-33 - Underbody, Framing, Finish",q4532614,410042,direct,1260177,Contractor
580855,20012974,Norman Phashi,Ghatak,13.08.1975,72 Spruce Drive,Johannesburg,"2331,22009640337",ZA,C1,21143860,581974,no_mail_available,TP-841 - Planning Rosslyn,q7860889,410035,indirect,1201044,Contractor
677447,20012974,Ntandoyenkosi,Ghoor,15.08.1975,131 Chestnut Avenue,Midrand,"2331,37360029659",ZA,C1,21158943,685570,no_mail_available,"FG-9-ZA-24 - Databases, Cloud Migration Factory",q8837546,410034,indirect,1192166,Contractor
678683,20012974,Ntsetsa Hazel,Ghoor,15.08.1975,96 Poplar Lane,Randburg,"2331,5271041898",ZA,C1,21141867,582753,no_mail_available,"TX-R-35 - Corrosion Protection, Paint-Finish",q7996598,410075,indirect,1243361,Contractor
676886,20012974,Obakeng Evans,Gichia,17.08.1975,60 Magnolia Street,Sandton,"2331,68060808301",ZA,C1,21105690,658671,no_mail_available,"TX-R-43 - Body Ass., Pre-Ass., Final Ass.",q1100340,410075,indirect,1243370,Contractor
581208,20012974,Ofentse Kevin,Gichia,17.08.1975,114 Walnut Road,Johannesburg,"2331,83411197623",ZA,C1,21141859,581936,no_mail_available,TX-R-30 - Quality Management,q9705052,410056,direct,1225146,Contractor
673486,20012974,Ofentse Kevin,Gida,18.08.1975,48 Cypress Crescent,Midrand,"2331,98761586944",ZA,C1,21105666,582524,no_mail_available,"TX-R-164 - Warehouse, Operations Buildings 58, 85",q9750708,410052,indirect,1225148,Contractor
653001,20012974,Ollen Refilwe,Gida,20.08.1975,81 Alder Drive,Sandton,"2332,14111976266",ZA,C1,21138511,580947,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q0337256,410072,indirect,1413821,Contractor
683030,20012974,Onnica Lerato,Gida,27.08.1975,69 Hickory Lane,Randburg,"2332,29462365587",ZA,C1,21141864,674111,no_mail_available,TX-R-331 - Production Underbody,q8591746,410055,indirect,1258941,Contractor
583844,20012974,Oratiloe Seth,Gida,27.08.1975,133 Juniper Street,Johannesburg,"2332,44812754909",ZA,C1,21138511,581657,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q0464032,410053,direct,1298703,Contractor
683628,20012974,Palesa Louisa,Gininda,01.09.1975,57 Dogwood Avenue,Midrand,"2332,6016314423",ZA,C1,21105667,627715,no_mail_available,description unavailable,q5914339,410055,direct,1411822,Contractor
628191,20012974,Patrick Moche,Gininda,01.09.1975,105 Palm Road,Randburg,"2332,75513533552",ZA,C1,21158974,367006,no_mail_available,FG-9-ZA-64 - Region Integration EU,q2603962,410050,direct,1261639,Contractor
628191,20012974,Paul Johannes,Giwu,03.09.1975,90 Olive Street,Sandton,"2332,90863922873",ZA,C1,21158974,367006,no_mail_available,FG-9-ZA-64 - Region Integration EU,q3790612,410097,direct,1260189,Contractor
684575,20012974,Paulos Chosum,Glanninger,03.09.1975,46 Redwood Lane,Johannesburg,"2333,06214312195",ZA,A1,21158967,615142,no_mail_available,"FG-9-ZA-56 - TNR, Workshop Services",q5306038,410016,direct,1258943,Contractor
684575,20012974,Peter Mokhesa,Glanninger,06.09.1975,98 Beech Drive,Midrand,"2333,21564701516",ZA,C1,21158967,615142,no_mail_available,"FG-9-ZA-56 - TNR, Workshop Services",q3343550,410098,indirect,1263970,Contractor
20010894,20012974,Peter Morutse,Glanninger,12.09.1975,122 Cypress Road,Sandton,"2333,36915090838",ZA,C1,21158979,628669,no_mail_available,FG-9-ZA-72 - Quality Management,q0652052,410091,indirect,1313980,Contractor
20010894,20012974,Petunia Dineo,Glanninger,12.09.1975,63 Hawthorn Street,Randburg,"2333,52265480159",ZA,C1,21158979,628669,no_mail_available,FG-9-ZA-72 - Quality Management,q5650143,410090,direct,1260198,Contractor
634937,20012974,Phanuel Njosa,Gnoinski,19.09.1975,76 Linden Avenue,Johannesburg,"2333,67615869481",ZA,C1,21163901,581412,no_mail_available,"FG-9-ZA-31 - Architecture,Business Part.,eInvoice Acc",q2583991,410087,indirect,1293961,Contractor
678392,20012974,Phanuel Nnana,Godrich,21.09.1975,111 Maple Crescent,Midrand,"2333,82966258802",ZA,C1,21138509,583264,no_mail_available,"TX-R-431 - Headl., Carp., Cent. Cons., Glaz., HVB.",q5238558,110P01,direct,1263230,Logistics Process Planner
583135,20012974,Phuti Josline,Godrich,24.09.1975,54 Fir Lane,Randburg,"2333,98316648123",ZA,C1,21138509,583264,no_mail_available,"TX-R-431 - Headl., Carp., Cent. Cons., Glaz., HVB.",q3595336,430002,direct,1258970,Contractor
20008171,20012974,Phuti Phineas,Goebel,01.10.1975,56 Rose Avenue,Johannesburg,"2334,13667037445",ZA,C1,21138508,580988,no_mail_available,"TX-R-430 - Main Wiring Harn., Brake and Fuel, Roof.",q1577582,410065,direct,1257961,Contractor
582645,20012974,Pieter Daniel,Goebel,03.10.1975,89 Maple Street,Sandton,"2334,29017426766",ZA,C1,21138510,580544,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q0084656,410057,indirect,1362533,Contractor
581317,20012974,Pieter Daniel,Gokul,08.10.1975,131 Oak Drive,Randburg,"2334,44367816088",ZA,C1,21141864,581313,no_mail_available,TX-R-331 - Production Underbody,q6690041,410055,indirect,1309911,Contractor
580257,20012974,Pieter Willim,Golele,09.10.1975,67 Kingfisher Lane,Johannesburg,"2334,59718205409",ZA,C1,21141860,443672,no_mail_available,TX-R-31 - Steering and Technologies,q4451561,410051,direct,1258936,Contractor
534779,20012974,Pieter Willim,Golele,09.10.1975,100 Willow Road,Midrand,"2334,75068594731",ZA,C1,21158968,584791,no_mail_available,FG-9-ZA-57 - Customer Support,q8747501,410087,indirect,1393234,Contractor
534779,20012974,Qolile Petrus,Goliath,10.10.1975,146 Cedar Crescent,Randburg,"2334,90418984052",ZA,C1,21158968,584791,no_mail_available,FG-9-ZA-57 - Customer Support,q6362347,410051,direct,1200291,Contractor
515158,20012974,Rapulane Obed,Gomba,11.10.1975,56 Rose Avenue,Johannesburg,"2335,05769373374",ZA,C1,21141865,515044,no_mail_available,TX-R-332 - Production Framing,q2049981,410093,indirect,1258942,Contractor
678813,20012974,Refilwe James,Gomba,11.10.1975,89 Maple Street,Sandton,"2335,21119762695",ZA,C1,21159000,622513,no_mail_available,FG-9-ZA-96 - Global Connectivity Insights,q8678129,410022,direct,1225937,Contractor
678813,20012974,Renato Silvio,Goncalves,12.10.1975,131 Oak Drive,Randburg,"2335,36470152017",ZA,C1,21159000,622513,no_mail_available,FG-9-ZA-96 - Global Connectivity Insights,q3599194,410022,direct,1225938,Contractor
678606,20012974,Roderick John,Goncalves,17.10.1975,67 Kingfisher Lane,Johannesburg,"2335,51820541338",ZA,C1,21105667,580953,no_mail_available,description unavailable,q3355965,110F00,indirect,1276215,Contractor
666204,20012974,Ronald Themba,Gonga,17.10.1975,100 Willow Road,Midrand,"2335,67170930659",ZA,C1,21158994,504758,no_mail_available,FG-9-ZA-90 - Unified Endpoint Management,q7820367,340000,direct,1225226,Contractor
666204,20012974,Ronald Wisani,Gonga,18.10.1975,146 Cedar Crescent,Randburg,"2335,82521319981",ZA,C1,21158994,504758,no_mail_available,FG-9-ZA-90 - Unified Endpoint Management,q5755120,330002,direct,1276213,Contractor
683685,20012974,Salminah Tlou,Gonuler,21.10.1975,78 Birch Street,Sandton,"2335,97871709302",ZA,C1,21158968,584791,no_mail_available,FG-9-ZA-57 - Customer Support,q7311567,F600,indirect,1277489,Contractor
631980,20012974,Salminah Tlou,Gonuler,23.10.1975,122 Elm Avenue,Johannesburg,"2336,13222098624",ZA,C1,21159001,603075,no_mail_available,FG-9-ZA-97 - IT Service Desk,q3999282,410075,indirect,1275980,Contractor
606789,20012974,Samuel Manuel,Gool,01.11.1975,53 Pine Lane,Midrand,"2336,28572487945",ZA,C1,21158975,603313,no_mail_available,FG-9-ZA-65 - Financial Services Applications,q7356640,410052,indirect,1176458,Contractor
682866,20012974,Samuel Manuel,Gool,01.11.1975,109 Aspen Road,Sandton,"2336,43922877267",ZA,C1,21138510,678661,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q6339740,410044,indirect,1258927,Contractor
682934,20012974,Samuel Moloko,Goolam,09.11.1975,85 Fir Street,Randburg,"2336,59273266588",ZA,C1,21105666,583395,no_mail_available,"TX-R-164 - Warehouse, Operations Buildings 58, 85",q9598506,410093,direct,1194235,Contractor
515204,20012974,Sarah Mmapule,Goolam,09.11.1975,73 Spruce Drive,Johannesburg,"2336,7462365591",ZA,C1,21163902,581937,no_mail_available,"FG-9-ZA-33 - Finance Integration, Veh. Invoicing CoR",q8775196,410042,indirect,1256575,Contractor
681324,20012974,Sealetsa Abel,Goolam,22.11.1975,132 Chestnut Avenue,Midrand,"2336,89974045231",ZA,C1,21126160,582404,no_mail_available,description unavailable,q3185699,410065,indirect,1255560,Contractor
675030,20012974,Selby Raymond,Goolam,26.11.1975,97 Poplar Lane,Randburg,"2337,05324434553",ZA,C1,21141864,582287,no_mail_available,TX-R-331 - Production Underbody,q8682483,410065,indirect,1261641,Contractor
532421,20012974,Sello Ephraim,Goosen,26.11.1975,61 Magnolia Street,Sandton,"2337,20674823874",ZA,C1,21158997,617717,no_mail_available,FG-9-ZA-93 - Digital Identity,q7783559,410064,indirect,1248524,Contractor
618180,20012974,Sello Lazarus,Goosen,26.11.1975,115 Walnut Road,Johannesburg,"2337,36025213196",ZA,C1,21122542,580509,no_mail_available,"C3-ZA-A-61 - Warranty, Motorplan",q9572283,E40000,indirect,1333430,DelMnger: AI Expert and Self Services
550656,20012974,Sello Wilfred,Goosen,29.11.1975,49 Cypress Crescent,Midrand,"2337,51375602517",ZA,C1,21158937,426391,no_mail_available,FG-9-ZA-17 - Software Development Platform,q7817314,410065,direct,1279496,Contractor
550656,20012974,Seth Mahlatsi,Goosen,01.12.1975,82 Alder Drive,Sandton,"2337,66725991839",ZA,C1,21158937,426391,no_mail_available,FG-9-ZA-17 - Software Development Platform,q7289933,410098,direct,1279490,Contractor
663380,20012974,Sharon Mittah,Goosen,09.12.1975,70 Hickory Lane,Randburg,"2337,8207638116",ZA,C1,21158933,582352,no_mail_available,FG-9-ZA-13 - Digital Vehicle File,q7005128,410022,indirect,1172608,Contractor
553640,20012974,Shaun Francis,Goosen,09.12.1975,134 Juniper Street,Johannesburg,"2337,97426770481",ZA,C1,21158935,629035,no_mail_available,FG-9-ZA-15 - Artificial Intelligence Solutions,q1836853,410013,indirect,1240368,Contractor
553640,20012974,Shaun Francis,Goosen,11.12.1975,58 Dogwood Avenue,Midrand,"2338,12777159803",ZA,C1,21158935,629035,no_mail_available,FG-9-ZA-15 - Artificial Intelligence Solutions,q9972918,410074,direct,1279501,Contractor
681317,20012974,Siboniso Eric,Goosen,21.12.1975,106 Palm Road,Randburg,"2338,28127549124",ZA,C1,21141864,674111,no_mail_available,TX-R-331 - Production Underbody,q7607956,410062,indirect,1375660,Contractor
683015,20012974,Sifiso Darryl,Goosen,21.12.1975,91 Olive Street,Sandton,"2338,43477938446",ZA,C1,21141865,581212,no_mail_available,TX-R-332 - Production Framing,q6272421,410033,indirect,1279505,Contractor
624318,20012974,Siphiwe Given,Goosen,27.12.1975,47 Redwood Lane,Johannesburg,"2338,58828327767",ZA,A1,21158986,618037,no_mail_available,"FG-9-ZA-81 - Inbound JIT&JIS,Log.Data,Container Mgmt.",q0885808,410034,direct,1279504,Contractor
624318,20012974,Sipho Godfrey,Gordon,29.12.1975,99 Beech Drive,Midrand,"2338,74178717089",ZA,C1,21158986,618037,no_mail_available,"FG-9-ZA-81 - Inbound JIT&JIS,Log.Data,Container Mgmt.",q5212798,410057,indirect,1279500,Contractor
666388,20012974,Sipho Patrick,Gordon,29.12.1975,123 Cypress Road,Sandton,"2338,8952910641",ZA,C1,21158942,622177,no_mail_available,description unavailable,q8233673,410041,indirect,1243394,Contractor
666388,20012974,Stephans Jabo,Gorton,01.01.1976,64 Hawthorn Street,Randburg,"2339,04879495732",ZA,C1,21158942,622177,no_mail_available,description unavailable,q6325219,410064,indirect,1279497,Contractor
640669,20012974,Susanna Maria,Gorton,06.01.1976,77 Linden Avenue,Johannesburg,"2339,20229885053",ZA,C1,21126160,514757,no_mail_available,description unavailable,q2714285,160P11,direct,19000537,Specialist: Launch & Change Control
582216,20012974,Tebogo Alfred,Goss,06.01.1976,112 Maple Crescent,Midrand,"2339,35580274375",ZA,C1,21138508,684132,no_mail_available,"TX-R-430 - Main Wiring Harn., Brake and Fuel, Roof.",q5713178,110P00,direct,1159365,Contractor
678855,20012974,Tebogo Herman,Goss,09.01.1976,55 Fir Lane,Randburg,"2339,50930663696",ZA,C1,21158995,613378,no_mail_available,FG-9-ZA-91 - Workspace OS and App Platform,q8144824,410100,direct,1257861,Delivery Manager: OtD Platform
582464,20012974,Tebogo Nelson,Gossmann,15.01.1976,57 Rose Avenue,Johannesburg,"2339,66281053018",ZA,C1,21138511,581530,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q6475737,410100,direct,1245074,Delivery Manager: SAP Services Enabling
582728,20012974,Tebogo Nelson,Gossmann,17.01.1976,90 Maple Street,Sandton,"2339,81631442339",ZA,C1,21138509,678672,no_mail_available,"TX-R-431 - Headl., Carp., Cent. Cons., Glaz., HVB.",q5607476,410095,direct,1279492,Contractor
678411,20012974,Tebogo Samuel,Gotha,17.01.1976,132 Oak Drive,Randburg,"2339,96981831661",ZA,C1,21138510,580676,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q4891946,420004,direct,1183240,Contractor
678411,20012974,Tenyeko Simon,Gounden,19.01.1976,68 Kingfisher Lane,Johannesburg,"2340,12332220982",ZA,EB,21138510,678239,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q3814191,410020,direct,1285940,Contractor
20014605,20012974,Thabang Conny,Gounder,21.01.1976,101 Willow Road,Midrand,"2340,27682610304",ZA,C1,21148337,508127,no_mail_available,PL-AP-ZA-5 - Talent Management,q8581981,410023,indirect,1263971,Contractor
583098,20012974,Thabang Fanie,Gounder,28.01.1976,147 Cedar Crescent,Randburg,"2340,43032999625",ZA,C1,21105665,582657,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q6173367,330001,direct,19000287,"Spec., Health"
648935,20012974,Thabang Happy,Gous,28.01.1976,57 Rose Avenue,Johannesburg,"2340,58383388946",ZA,C1,21148338,409886,no_mail_available,"PL-AP-ZA-50 - Qualif., Apprent. a. Future Talent Progr",q4072777,410016,indirect,1260176,Contractor
672018,20012974,Thabo Godfrey,Govender,03.02.1976,90 Maple Street,Sandton,"2340,73733778268",ZA,C1,21163904,520120,no_mail_available,"FG-9-ZA-35 - NSC Veh. Invoic. Design a. Ops, BMW AG",q0389970,410013,direct,1283659,Contractor
20006786,20012974,Thabo Gregory,Govender,03.02.1976,132 Oak Drive,Randburg,"2340,89084167589",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q7160057,410054,direct,1248577,Contractor
653895,20012974,Thabo Patrick,Govender,13.02.1976,68 Kingfisher Lane,Johannesburg,"2341,04434556911",ZA,C1,21158990,580771,no_mail_available,FG-9-ZA-85 - Shopfloor,q8092597,410095,direct,1279493,Contractor
516782,20012974,Thapelo Percy,Govender,13.02.1976,101 Willow Road,Midrand,"2341,19784946232",ZA,A1,21163901,581412,no_mail_available,"FG-9-ZA-31 - Architecture,Business Part.,eInvoice Acc",q9086620,F400,indirect,1181328,Contractor
676098,20012974,Thato Sheryll,Govender,16.02.1976,147 Cedar Crescent,Randburg,"2341,35135335554",ZA,C1,21138508,678685,no_mail_available,"TX-R-430 - Main Wiring Harn., Brake and Fuel, Roof.",q6834536,410035,direct,1279507,Contractor
683626,20012974,Themba Briane,Govender,16.02.1976,79 Birch Street,Sandton,"2341,50485724875",ZA,C1,21138511,583264,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q9344664,410038,indirect,1258930,Contractor
601150,20012974,Thethwa Percy,Govender,18.02.1976,123 Elm Avenue,Johannesburg,"2341,65836114197",ZA,C1,21158930,582014,no_mail_available,"FG-9-ZA-10 - Self Service Analytics, SAP Analytics",q3418137,410032,direct,1288142,Contractor
682375,20012974,Thomas Adolph,Govender,18.02.1976,54 Pine Lane,Midrand,"2341,81186503518",ZA,C1,21128342,557082,no_mail_available,C3-ZA-F-C - Compliance,q7500086,410052,direct,1200284,Contractor
20006403,20012974,Thomas Mulalo,Govender,28.02.1976,110 Aspen Road,Sandton,"2341,9653689284",ZA,C1,21158991,546066,no_mail_available,FG-9-ZA-86 - OtD Platform,q1772447,410084,direct,1166386,Contractor
20010530,20012974,Thulani Mavis,Govender,04.03.1976,86 Fir Street,Randburg,"2342,11887282161",ZA,G6,21076288,581591,no_mail_available,SF3-ZA-S-2 - Customer Interaction Services,q9090389,410094,direct,1279502,Contractor
415004,20012974,Tiba Margaret,Govender,04.03.1976,74 Spruce Drive,Johannesburg,"2342,27237671483",ZA,C1,21122551,581742,no_mail_available,C3-ZA-F-2 - Controlling NSC,q7873150,410022,direct,1285945,Contractor
428371,20012974,Tidimalo Tony,Govender,09.03.1976,133 Chestnut Avenue,Midrand,"2342,42588060804",ZA,C1,21158997,617717,no_mail_available,FG-9-ZA-93 - Digital Identity,q7081204,410092,direct,1247666,Contractor
627664,20012974,Tlou Lawrence,Govender,15.03.1976,98 Poplar Lane,Randburg,"2342,57938450125",ZA,C1,21122557,584321,no_mail_available,C3-ZA-F-31 - Periodical Controlling Plant,q4345308,410095,direct,1279494,Contractor
543498,20012974,Torsten Peter,Govender,26.03.1976,62 Magnolia Street,Sandton,"2342,73288839447",ZA,C1,21162933,647982,no_mail_available,FG-9-ZA-75 - Program and Volume Planning,q3234036,410071,indirect,1260213,Contractor
657710,20012974,Trevor Kgwadi,Govender,29.03.1976,116 Walnut Road,Johannesburg,"2342,88639228768",ZA,C1,21158968,584791,no_mail_available,FG-9-ZA-57 - Customer Support,q7833197,410087,indirect,1381928,Contractor
656240,20012974,Tsakane Maria,Govender,29.03.1976,50 Cypress Crescent,Midrand,"2343,0398961809",ZA,C1,21105699,583242,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q7852895,410013,direct,1260183,Contractor
656185,20012974,Tsakani Joyce,Govender,29.03.1976,83 Alder Drive,Sandton,"2343,19340007411",ZA,C1,21105699,580970,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q9276711,410015,direct,1331369,Contractor
665227,20012974,Tshepo Prince,Govender,29.03.1976,71 Hickory Lane,Randburg,"2343,34690396733",ZA,C1,21141867,581640,no_mail_available,"TX-R-35 - Corrosion Protection, Paint-Finish",q0517110,410000,direct,1381275,General Manager: Platforms
475913,20012974,Tshepo Prince,Govender,29.03.1976,135 Juniper Street,Johannesburg,"2343,50040786054",ZA,G6,21076288,581591,no_mail_available,SF3-ZA-S-2 - Customer Interaction Services,q1152265,310015,direct,1393616,PHI
475851,20012974,Tumelo Nimrod,Govender,29.03.1976,59 Dogwood Avenue,Midrand,"2343,65391175376",ZA,A1,21159003,681110,no_mail_available,"FG-9-ZA-I - Business Management, Operations",q6567555,110F20,direct,1196220,Associate
409886,20012974,Vincent Thabo,Govender,01.04.1976,107 Palm Road,Randburg,"2343,80741564697",ZA,C1,21148338,605798,no_mail_available,"PL-AP-ZA-50 - Qualif., Apprent. a. Future Talent Progr",q4387111,110F20,indirect,1188863,Associate
20013714,20012974,Vishnuvardhan,Govender,01.04.1976,92 Olive Street,Sandton,"2343,96091954019",ZA,C1,21158937,426391,no_mail_available,FG-9-ZA-17 - Software Development Platform,q5694450,110F20,indirect,1196218,Associate
